~$6,,~$8,,~$36,,
,,$17.0,8166962,$26.0,7599116,
,,$17.0,8166955,$26.0,7599116,
,,$16.5,7620585,$26.0,8469226,
,,$16.5,7817977,$26.0,8469229,
,,$16.5,7817977,$26.0,8469245,
,,$16.5,7817979,$26.0,8469242,
,,$16.5,7891262,$26.0,8469231,
,,$16.5,8111486,$26.0,8469228,
,,$16.5,8213971,$26.0,8469230,
,,$16.5,8213971,$26.0,8469241,
,,$16.5,8213971,$26.0,8469227,
,,$16.5,8213971,$26.0,8479394,
,,$16.5,8213971,$26.0,7581723,
,,$16.5,8213971,$26.0,8479391,
,,$16.5,8369580,$26.0,8479401,
,,$16.5,8369580,$26.0,8077274,
,,$16.5,8420186,$26.0,8482395,
,,$16.95,8077377,$26.0,8482398,
,,$16.95,8077366,$26.0,8479392,
,,$16.95,8077363,$26.0,8479393,
,,$16.95,8077368,$26.0,8481733,
,,$16.95,8342840,$26.0,8482397,
,,$16.95,8342840,$26.0,8482397,
,,$16.95,8369914,$26.0,8482409,
,,$16.95,8369916,$26.0,8482392,
,,$16.95,8369926,$26.0,8479399,
,,$16.95,8374343,$26.0,8487972,
,,$16.95,8374343,$26.0,8490342,
,,$16.95,8374343,$26.0,8496408,
,,$16.95,8374343,$26.25,8419614,
,,$16.95,8388165,$25.5,7136733,
,,$16.95,8388165,$25.5,7708135,
,,$16.95,8388165,$25.5,8331928,
,,$16.99,7769635,$25.5,8437561,
,,$16.99,7865706,$25.5,8437560,
,,$16.99,7918249,$25.5,8437561,
,,$16.99,8037546,$25.5,8437560,
,,$16.99,8062171,$25.5,8437560,
,,$16.99,7826339,$25.5,8474292,
,,$16.99,8076260,$25.6,7634569,
,,$16.99,7826339,$25.6,7634569,
,,$16.99,7826339,$25.6,7634569,
,,$16.99,8105451,$25.95,7305719,
,,$16.99,8159972,$25.95,7705643,
,,$16.99,8159973,$25.95,8275921,
,,$16.99,8159973,$25.95,8287226,
,,$16.99,8166308,$25.95,8339921,
,,$16.99,8231572,$25.95,8339903,
,,$16.99,8231544,$25.95,8339921,
,,$16.99,8231554,$25.95,8339903,
,,$16.99,8232056,$25.95,8343602,
,,$16.99,8232084,$25.95,8343609,
,,$16.99,8275927,$25.95,8343602,
,,$16.99,8316210,$25.95,8343609,
,,$16.99,8330554,$25.95,8343602,
,,$16.99,8353841,$25.95,8343609,
,,$16.99,8353841,$25.95,8343602,
,,$16.99,8353335,$25.95,8343609,
,,$16.99,8353335,$25.95,8395738,
,,$16.99,8353335,$25.95,8395739,
,,$16.99,8353841,$25.95,8395739,
,,$16.99,8353831,$25.95,8395741,
,,$16.99,8353831,$25.95,8395739,
,,$16.99,8353831,$25.95,8395738,
,,$16.99,8353827,$25.95,8395734,
,,$16.99,8353827,$25.95,8395745,
,,$16.99,8353827,$25.95,8395745,
,,$16.99,8353827,$25.99,7865658,
,,$16.99,8353827,$25.99,7865658,
,,$16.99,8353831,$25.99,7865658,
,,$16.99,8369899,$25.99,7865700,
,,$16.99,8369897,$25.99,7865658,
,,$16.99,8415522,$25.99,7983213,
,,$16.99,8424239,$25.99,8147158,
,,$16.99,8424239,$25.99,8147191,
,,$16.99,8424239,$25.99,8439944,
,,$16.99,8424239,$25.99,8439944,
,,$16.99,8428568,$25.99,8439710,
,,$16.99,8428565,$25.99,8439710,
,,$16.99,8428874,$25.99,8439710,
,,$16.99,8433499,$25.99,8439710,
,,$16.99,8433498,$25.99,8439944,
,,$16.99,8433499,$26.0,7132552,
,,$17.0,7522783,$26.0,7128119,
,,$17.0,7522783,$26.0,7286136,
,,$17.0,7522786,$26.0,7279255,
,,$17.0,7522783,$26.0,7388878,
,,$17.0,7522786,$26.0,7388878,
,,$17.0,7533745,$26.0,7388879,
,,$17.0,7533741,$26.0,7388878,
,,$17.0,7533741,$26.0,7388879,
,,$17.0,7552338,$26.0,7388879,
,,$17.0,7533745,$26.0,7488795,
,,$17.0,7522783,$26.0,7488795,
,,$17.0,7522786,$26.0,7502046,
,,$17.0,7522783,$26.0,7128119,
,,$17.0,7522786,$26.0,7540505,
,,$17.0,7522783,$26.0,7548980,
,,$17.0,7533745,$26.0,7540505,
,,$17.0,7522783,$26.0,7540505,
,,$17.0,8203267,$26.0,7548989,
,,$17.0,8203267,$26.0,7590368,
,,$17.0,8203267,$26.0,7497497,
,,$17.0,7934831,$26.0,7611487,
,,$17.0,8211468,$26.0,7605995,
,,$17.0,7883485,$26.0,7629043,
,,$17.0,7883485,$26.0,7628424,
,,$17.0,8252765,$26.0,7666483,
,,$17.0,8055478,$26.0,7709211,
,,$17.0,8251981,$26.0,7666483,
,,$17.0,8280884,$26.0,7807217,
,,$17.0,7870428,$26.0,7693005,
,,$17.0,8282079,$26.0,7662455,
,,$17.0,7919730,$26.0,7662455,
,,$17.0,8285052,$26.0,7729167,
,,$17.0,8312270,$26.0,7729168,
,,$17.0,8312240,$26.0,7557464,
,,$17.0,8312270,$26.0,7629043,
,,$17.0,8312270,$26.0,7762038,
,,$17.0,8338352,$26.0,7759723,
,,$17.0,8339246,$26.0,7762038,
,,$17.0,8339246,$26.0,7762038,
,,$17.0,8355457,$26.0,7762038,
,,$17.0,8355457,$26.0,7762038,
,,$17.0,8355457,$26.0,7762038,
,,$17.0,8355457,$26.0,7766528,
,,$17.0,8367725,$26.0,7766535,
,,$17.0,8114883,$26.0,7767958,
,,$17.0,8114868,$26.0,7767958,
,,$17.0,8372525,$26.0,7767958,
,,$17.0,8372524,$26.0,7766538,
,,$17.0,8379901,$26.0,7724872,
,,$17.0,8386323,$26.0,7724872,
,,$17.0,8299803,$26.0,7502046,
,,$17.0,8406912,$26.0,7776773,
,,$17.0,8406923,$26.0,7799584,
,,$17.0,8409389,$26.0,7802938,
,,$17.0,8418169,$26.0,7605995,
,,$17.0,8418169,$26.0,7540505,
,,$17.0,8423372,$26.0,7605995,
,,$17.0,8423372,$26.0,7831609,
,,$17.0,8423372,$26.0,7724872,
,,$17.0,8423901,$26.0,7831626,
,,$17.0,8423901,$26.0,7839406,
,,$17.0,8423901,$26.0,7857797,
,,$17.0,8442524,$26.0,7874141,
,,$17.0,8442525,$26.0,7894357,
,,$17.0,8443023,$26.0,7873780,
,,$17.0,8442524,$26.0,7874124,
,,$17.0,8450594,$26.0,7874129,
,,$17.0,8450594,$26.0,7874139,
,,$17.0,8450822,$26.0,7683079,
,,$17.0,8450594,$26.0,7683079,
,,$17.0,8457016,$26.0,7666483,
,,$17.0,8474280,$26.0,7683079,
,,$17.0,8474282,$26.0,7903333,
,,$17.0,8474296,$26.0,7903329,
,,$17.0,8478499,$26.0,8351521,
,,$17.25,7136732,$26.0,7934272,
,,,,$26.0,7934289,
,,,,$26.0,7540505,
,,,,$26.0,7628424,
,,,,$26.0,7961018,
,,,,$26.0,7967361,
,,,,$26.0,7983198,
,,,,$26.0,7983199,
,,,,$26.0,7998428,
,,,,$26.0,7998428,
,,,,$26.0,7998428,
,,,,$26.0,8020992,
,,,,$26.0,7606683,
,,,,$26.0,8037588,
,,,,$26.0,8037588,
,,,,$26.0,8052052,
,,,,$26.0,8052052,
,,,,$26.0,8052097,
,,,,$26.0,8048045,
,,,,$26.0,8048054,
,,,,$26.0,8048144,
,,,,$26.0,8051722,
,,,,$26.0,8052048,
,,,,$26.0,8052052,
,,,,$26.0,8052097,
,,,,$26.0,8052097,
,,,,$26.0,8052048,
,,,,$26.0,8052048,
,,,,$26.0,8052097,
,,,,$26.0,8052052,
,,,,$26.0,8052097,
,,,,$26.0,8052052,
,,,,$26.0,8052052,
,,,,$26.0,8052048,
,,,,$26.0,8052048,
,,,,$26.0,8052048,
,,,,$26.0,8052097,
,,,,$26.0,8075934,
,,,,$26.0,8065950,
,,,,$26.0,8065945,
,,,,$26.0,8084171,
,,,,$26.0,8075934,
,,,,$26.0,8087261,
,,,,$26.0,8087287,
,,,,$26.0,8016122,
,,,,$26.0,8109416,
,,,,$26.0,8124015,
,,,,$26.0,8124015,
,,,,$26.0,8124015,
,,,,$26.0,8124015,
,,,,$26.0,8124015,
,,,,$26.0,8124015,
,,,,$26.0,8116898,
,,,,$26.0,8116898,
,,,,$26.0,8116898,
,,,,$26.0,8130544,
,,,,$26.0,8090396,
,,,,$26.0,8090421,
,,,,$26.0,8090421,
,,,,$26.0,8090396,
,,,,$26.0,8106125,
,,,,$26.0,8106125,
,,,,$26.0,8096560,
,,,,$26.0,7388879,
,,,,$26.0,7388878,
,,,,$26.0,7388878,
,,,,$26.0,7388879,
,,,,$26.0,8145123,
,,,,$26.0,8074497,
,,,,$26.0,8362617,
,,,,$26.0,8363198,
,,,,$26.0,8362615,
,,,,$26.0,8362616,
,,,,$26.0,8172743,
,,,,$26.0,8222308,
,,,,$26.0,8363183,
,,,,$26.0,8363575,
,,,,$26.0,8173469,
,,,,$26.0,8363191,
,,,,$26.0,8364067,
,,,,$26.0,8173967,
,,,,$26.0,8093812,
,,,,$26.0,8363324,
,,,,$26.0,8173469,
,,,,$26.0,8093811,
,,,,$26.0,8173469,
,,,,$26.0,8364067,
,,,,$26.0,8173967,
,,,,$26.0,8172743,
,,,,$26.0,8363304,
,,,,$26.0,8173958,
,,,,$26.0,8363195,
,,,,$26.0,8271132,
,,,,$26.0,8363326,
,,,,$26.0,8363313,
,,,,$26.0,8172743,
,,,,$26.0,8363575,
,,,,$26.0,8363302,
,,,,$26.0,8269657,
,,,,$26.0,8173469,
,,,,$26.0,8364038,
,,,,$26.0,8173469,
,,,,$26.0,8173958,
,,,,$26.0,8364067,
,,,,$26.0,8173474,
,,,,$26.0,8368765,
,,,,$26.0,8368765,
,,,,$26.0,8368805,
,,,,$26.0,8368805,
,,,,$26.0,8368805,
,,,,$26.0,8369496,
,,,,$26.0,8369496,
,,,,$26.0,8369501,
,,,,$26.0,8369501,
,,,,$26.0,8369500,
,,,,$26.0,8369503,
,,,,$26.0,8369503,
,,,,$26.0,8369509,
,,,,$26.0,8369509,
,,,,$26.0,8369509,
,,,,$26.0,8369509,
,,,,$26.0,8369510,
,,,,$26.0,8369510,
,,,,$26.0,8369511,
,,,,$26.0,8369514,
,,,,$26.0,8369514,
,,,,$26.0,8369817,
,,,,$26.0,8369817,
,,,,$26.0,8371682,
,,,,$26.0,8372811,
,,,,$26.0,8373578,
,,,,$26.0,8373576,
,,,,$26.0,8377493,
,,,,$26.0,7995568,
,,,,$26.0,8384456,
,,,,$26.0,7995485,
,,,,$26.0,7995571,
,,,,$26.0,7995568,
,,,,$26.0,7995571,
,,,,$26.0,8384456,
,,,,$26.0,7995485,
,,,,$26.0,7995485,
,,,,$26.0,8387202,
,,,,$26.0,8387202,
,,,,$26.0,8387835,
,,,,$26.0,8389356,
,,,,$26.0,8389356,
,,,,$26.0,8389354,
,,,,$26.0,8391779,
,,,,$26.0,8391779,
,,,,$26.0,8394763,
,,,,$26.0,8394702,
,,,,$26.0,8394764,
,,,,$26.0,8394765,
,,,,$26.0,8249572,
,,,,$26.0,8249572,
,,,,$26.0,8398877,
,,,,$26.0,8400480,
,,,,$26.0,8400480,
,,,,$26.0,8400480,
,,,,$26.0,8401359,
,,,,$26.0,8401359,
,,,,$26.0,8401358,
,,,,$26.0,8403373,
,,,,$26.0,8404258,
,,,,$26.0,8405515,
,,,,$26.0,8405522,
,,,,$26.0,8410091,
,,,,$26.0,8412120,
,,,,$26.0,7773967,
,,,,$26.0,8304666,
,,,,$26.0,8302802,
,,,,$26.0,7540505,
,,,,$26.0,8304666,
,,,,$26.0,8304666,
,,,,$26.0,8007652,
,,,,$26.0,8007652,
,,,,$26.0,7540505,
,,,,$26.0,8307992,
,,,,$26.0,7540505,
,,,,$26.0,7783640,
,,,,$26.0,7540505,
,,,,$26.0,7540505,
,,,,$26.0,8308045,
,,,,$26.0,8307993,
,,,,$26.0,7790743,
,,,,$26.0,7790743,
,,,,$26.0,7790743,
,,,,$26.0,8321507,
,,,,$26.0,8321507,
,,,,$26.0,8322265,
,,,,$26.0,8322250,
,,,,$26.0,8325141,
,,,,$26.0,8325141,
,,,,$26.0,8325141,
,,,,$26.0,8325141,
,,,,$26.0,8328302,
,,,,$26.0,8335882,
,,,,$26.0,8336095,
,,,,$26.0,8335882,
,,,,$26.0,8335882,
,,,,$26.0,8336095,
,,,,$26.0,8336095,
,,,,$26.0,8337509,
,,,,$26.0,8337782,
,,,,$26.0,8337858,
,,,,$26.0,8337785,
,,,,$26.0,7799584,
,,,,$26.0,8337857,
,,,,$26.0,8016499,
,,,,$26.0,8337857,
,,,,$26.0,8337785,
,,,,$26.0,8337857,
,,,,$26.0,8337785,
,,,,$26.0,7799584,
,,,,$26.0,8337782,
,,,,$26.0,8337858,
,,,,$26.0,8337785,
,,,,$26.0,8337785,
,,,,$26.0,8337785,
,,,,$26.0,8337782,
,,,,$26.0,8337782,
,,,,$26.0,8340532,
,,,,$26.0,8340972,
,,,,$26.0,8340971,
,,,,$26.0,8340971,
,,,,$26.0,8350035,
,,,,$26.0,8350034,
,,,,$26.0,8350161,
,,,,$26.0,8350034,
,,,,$26.0,8350035,
,,,,$26.0,8249572,
,,,,$26.0,8249572,
,,,,$26.0,8351514,
,,,,$26.0,8351697,
,,,,$26.0,7657261,
,,,,$26.0,8351697,
,,,,$26.0,8351620,
,,,,$26.0,8143753,
,,,,$26.0,7998428,
,,,,$26.0,8353891,
,,,,$26.0,8353891,
,,,,$26.0,8353891,
,,,,$26.0,8354329,
,,,,$26.0,8355818,
,,,,$26.0,8355818,
,,,,$26.0,8354329,
,,,,$26.0,8355818,
,,,,$26.0,8355818,
,,,,$26.0,8357577,
,,,,$26.0,8356797,
,,,,$26.0,8358629,
,,,,$26.0,8357577,
,,,,$26.0,8357577,
,,,,$26.0,8357577,
,,,,$26.0,8358537,
,,,,$26.0,8360205,
,,,,$26.0,8361062,
,,,,$26.0,8362611,
,,,,$26.0,8362599,
,,,,$26.0,8362547,
,,,,$26.0,8363217,
,,,,$26.0,8271538,
,,,,$26.0,8270520,
,,,,$26.0,8362547,
,,,,$26.0,8362599,
,,,,$26.0,8362599,
,,,,$26.0,8363325,
,,,,$26.0,8362611,
,,,,$26.0,8412349,
,,,,$26.0,8412349,
,,,,$26.0,8413301,
,,,,$26.0,8413301,
,,,,$26.0,8413273,
,,,,$26.0,8417250,
,,,,$26.0,8417250,
,,,,$26.0,8417773,
,,,,$26.0,8417751,
,,,,$26.0,8417250,
,,,,$26.0,8417248,
,,,,$26.0,8417773,
,,,,$26.0,8417751,
,,,,$26.0,8016499,
,,,,$26.0,8423340,
,,,,$26.0,8423349,
,,,,$26.0,8423362,
,,,,$26.0,8423342,
,,,,$26.0,8423368,
,,,,$26.0,8423377,
,,,,$26.0,8423349,
,,,,$26.0,8423360,
,,,,$26.0,8423368,
,,,,$26.0,8423339,
,,,,$26.0,8423379,
,,,,$26.0,8423343,
,,,,$26.0,8423362,
,,,,$26.0,8423388,
,,,,$26.0,8423342,
,,,,$26.0,8423347,
,,,,$26.0,8423366,
,,,,$26.0,8423378,
,,,,$26.0,8423377,
,,,,$26.0,8423339,
,,,,$26.0,8423343,
,,,,$26.0,8423362,
,,,,$26.0,8423360,
,,,,$26.0,8423340,
,,,,$26.0,8423347,
,,,,$26.0,8423338,
,,,,$26.0,8423370,
,,,,$26.0,8423343,
,,,,$26.0,8423362,
,,,,$26.0,8423342,
,,,,$26.0,8423349,
,,,,$26.0,8423377,
,,,,$26.0,8423360,
,,,,$26.0,8423368,
,,,,$26.0,8423388,
,,,,$26.0,8423346,
,,,,$26.0,8423378,
,,,,$26.0,8423367,
,,,,$26.0,8423377,
,,,,$26.0,8423379,
,,,,$26.0,8423388,
,,,,$26.0,8424009,
,,,,$26.0,8424009,
,,,,$26.0,8359527,
,,,,$26.0,8359527,
,,,,$26.0,8424839,
,,,,$26.0,8424819,
,,,,$26.0,8425668,
,,,,$26.0,8426407,
,,,,$26.0,8215256,
,,,,$26.0,8215256,
,,,,$26.0,8215256,
,,,,$26.0,8215256,
,,,,$26.0,8432383,
,,,,$26.0,8432610,
,,,,$26.0,8433198,
,,,,$26.0,8433488,
,,,,$26.0,8433180,
,,,,$26.0,8433214,
,,,,$26.0,8433468,
,,,,$26.0,8433472,
,,,,$26.0,8433471,
,,,,$26.0,8432434,
,,,,$26.0,8433470,
,,,,$26.0,8433199,
,,,,$26.0,8433469,
,,,,$26.0,8437038,
,,,,$26.0,8436978,
,,,,$26.0,8437316,
,,,,$26.0,8437038,
,,,,$26.0,8437316,
,,,,$26.0,8445042,
,,,,$26.0,8446211,
,,,,$26.0,8449147,
,,,,$26.0,8446329,
,,,,$26.0,8446212,
,,,,$26.0,8449147,
,,,,$26.0,8449143,
,,,,$26.0,8448648,
,,,,$26.0,8450602,
,,,,$26.0,8456640,
,,,,$26.0,8464845,
,,,,$26.0,8464845,
,,,,$26.0,8464845,
,,,,$26.0,8469243,
,,,,$26.0,8469246,

~$11,,~$17,,~$22,,
$10.99,8354028,$17.0,7571394,$22.0,8350737,
$10.99,8354028,$17.0,7522783,$22.0,8350737,
$10.99,8354028,$17.0,7533745,$22.0,8351594,
$10.99,8354028,$17.0,7639202,$22.0,8352185,
$11.0,7705640,$17.0,7639202,$22.0,8351272,
$11.0,7734731,$17.0,7639202,$22.0,8351527,
$11.0,7826175,$17.0,7831614,$22.0,8351590,
$11.0,7817492,$17.0,7831625,$22.0,8351590,
$11.0,7826192,$17.0,7850513,$22.0,8351527,
$11.0,7817492,$17.0,7850516,$22.0,8351818,
$11.0,7826199,$17.0,7850516,$22.0,8351594,
$11.0,7929500,$17.0,7850513,$22.0,8351590,
$11.0,7961246,$17.0,7864447,$22.0,8351818,
$11.0,8347984,$17.0,7867486,$22.0,8351818,
$11.0,8347984,$17.0,7870390,$22.0,8351818,
$11.0,8401368,$17.0,7894806,$22.0,8352189,
$11.0,8437531,$17.0,7894806,$22.0,8213306,
$11.0,8437594,$17.0,7894829,$22.0,8352212,
$11.0,8437632,$17.0,7894829,$22.0,8352185,
$11.0,8437531,$17.0,7894829,$22.0,8353894,
$11.0,8437594,$17.0,7883645,$22.0,8353426,
$11.0,8437633,$17.0,7903534,$22.0,8354414,
$11.0,8437531,$17.0,8107775,$22.0,8354442,
$11.0,8437632,$17.0,7927284,$22.0,8353744,
$11.0,8437603,$17.0,7927284,$22.0,8353894,
$11.0,8437607,$17.0,7934831,$22.0,8353893,
$11.0,8437632,$17.0,7850513,$22.0,8353743,
$11.0,8437603,$17.0,7992306,$22.0,8353431,
$11.0,8437607,$17.0,7993336,$22.0,8353425,
$11.0,8437633,$17.0,7894815,$22.0,8353744,
$11.0,8437607,$17.0,7992232,$22.0,8353744,
$11.0,8437633,$17.0,7992304,$22.0,8353744,
$11.0,8437632,$17.0,7993336,$22.0,8353744,
$11.49,7936495,$17.0,7993336,$22.0,8353744,
$11.49,8415512,$17.0,7993336,$22.0,8353894,
$10.5,8321556,$17.0,7993347,$22.0,8353743,
$10.5,8321560,$17.0,7992195,$22.0,8353893,
$10.5,8321560,$17.0,7992306,$22.0,8353893,
$10.5,8321568,$17.0,7992195,$22.0,8354414,
$10.5,8321556,$17.0,7992304,$22.0,8354442,
$10.5,8321560,$17.0,7894831,$22.0,8354414,
$10.5,8321568,$17.0,7993336,$22.0,8354442,
$10.5,8321556,$17.0,7993349,$22.0,8354442,
$10.95,8204596,$17.0,7894831,$22.0,8354414,
$10.95,8204596,$17.0,7993347,$22.0,8354414,
$10.95,8104624,$17.0,8002622,$22.0,8354414,
$10.99,7818708,$17.0,8002622,$22.0,8354414,
$10.99,7818708,$17.0,8004976,$22.0,8351818,
$10.99,7861834,$17.0,8021283,$22.0,8359849,
$10.99,7878267,$17.0,8021283,$22.0,8360256,
$10.99,7878267,$17.0,8030583,$22.0,8360256,
$10.99,7878267,$17.0,8030386,$22.0,8360255,
$10.99,8036446,$17.0,8030386,$22.0,8361175,
$10.99,8231565,$17.0,8030583,$22.0,8361428,
$10.99,8231564,$17.0,8030583,$22.0,8361428,
$10.99,8231474,$17.0,8030583,$22.0,8362472,
$10.99,8231546,$17.0,8030583,$22.0,8087359,
$10.99,8231562,$17.0,8037565,$22.0,8087359,
$10.99,8231458,$17.0,8037565,$22.0,8271030,
$10.99,8231547,$17.0,8037565,$22.0,8271030,
$10.99,8231545,$17.0,8037565,$22.0,8271049,
$10.99,8316212,$17.0,8042128,$22.0,8271049,
$10.99,8354028,$17.0,8042135,$22.0,8368778,
$10.99,8354028,$17.0,8052085,$22.0,8368778,
$10.99,8354028,$17.0,8055478,$22.0,8364721,
$10.99,8354028,$17.0,8052085,$22.0,8368778,
$10.99,8354028,$17.0,8052085,$22.0,8368778,
,,$17.0,8052085,$22.0,8367958,
,,$17.0,8052085,$22.0,8368112,
,,$17.0,8054567,$22.0,8367727,
,,$17.0,8055478,$22.0,8368224,
,,$17.0,8055478,$22.0,8369665,
,,$17.0,8078778,$22.0,8368107,
,,$17.0,8088378,$22.0,8368109,
,,$17.0,8124071,$22.0,8368125,
,,$17.0,8129657,$22.0,7983419,
,,$17.0,8108415,$22.0,8266386,
,,$17.0,8108416,$22.0,7983419,
,,$17.0,8108429,$22.0,7983419,
,,$17.0,8108439,$22.0,7983419,
,,$17.0,8108440,$22.0,7983419,
,,$17.0,8108438,$22.0,7983419,
,,$17.0,8108438,$22.0,8368202,
,,$17.0,8108447,$22.0,8368221,
,,$17.0,8108447,$22.0,8369515,
,,$17.0,8108447,$22.0,8369515,
,,$17.0,8158560,$22.0,8369515,
,,$17.0,8166954,$22.0,8266386,
,,$17.0,8166952,$22.0,8369515,
,,$17.0,8166957,$22.0,8369814,
,,$17.0,8166956,$22.0,8368110,
,,$17.0,8166961,$22.0,8368223,
,,$17.0,8166951,$22.0,8368220,
,,$17.0,8166952,$22.0,8370239,
,,$17.0,8166958,$22.0,8370239,
,,$17.0,8166959,$22.0,8370239,
,,$17.0,8166950,$22.0,8369369,
,,$17.0,8166960,$22.0,8369814,
,,$17.0,8166962,$22.0,8370127,
,,$17.0,8166955,$22.0,8370127,
,,$16.5,7620585,$22.0,7952118,
,,$16.5,7817977,$22.0,7780443,
,,$16.5,7817977,$22.0,7946731,
,,$16.5,7817979,$22.0,7952056,
,,$16.5,7891262,$22.0,7952118,
,,$16.5,8111486,$22.0,7880892,
,,$16.5,8213971,$22.0,8002623,
,,$16.5,8213971,$22.0,8002623,
,,$16.5,8213971,$22.0,8002623,
,,$16.5,8213971,$22.0,8002623,
,,$16.5,8213971,$22.0,8004912,
,,$16.5,8213971,$22.0,8004912,
,,$16.5,8369580,$22.0,8005006,
,,$16.5,8369580,$22.0,7359844,
,,$16.5,8420186,$22.0,8020436,
,,$16.95,8077377,$22.0,8020436,
,,$16.95,8077366,$22.0,8020436,
,,$16.95,8077363,$22.0,7595976,
,,$16.95,8077368,$22.0,7595976,
,,$16.95,8342840,$22.0,8044464,
,,$16.95,8342840,$22.0,8044465,
,,$16.95,8369914,$22.0,8044464,
,,$16.95,8369916,$22.0,8044465,
,,$16.95,8369926,$22.0,8021955,
,,$16.95,8374343,$22.0,8033807,
,,$16.95,8374343,$22.0,8037295,
,,$16.95,8374343,$22.0,8037283,
,,$16.95,8374343,$22.0,8041690,
,,$16.95,8388165,$22.0,8041690,
,,$16.95,8388165,$22.0,8041690,
,,$16.95,8388165,$22.0,8041690,
,,$16.99,7769635,$22.0,8041690,
,,$16.99,7865706,$22.0,8048126,
,,$16.99,7918249,$22.0,8052093,
,,$16.99,8037546,$22.0,8052093,
,,$16.99,8062171,$22.0,8052093,
,,$16.99,7826339,$22.0,8052093,
,,$16.99,8076260,$22.0,7548376,
,,$16.99,7826339,$22.0,7548376,
,,$16.99,7826339,$22.0,7973219,
,,$16.99,8105451,$22.0,8075601,
,,$16.99,8159972,$22.0,7595975,
,,$16.99,8159973,$22.0,8077185,
,,$16.99,8159973,$22.0,8070329,
,,$16.99,8166308,$22.0,8077185,
,,$16.99,8231572,$22.0,7595608,
,,$16.99,8231544,$22.0,8077185,
,,$16.99,8231554,$22.0,8066179,
,,$16.99,8232056,$22.0,8066708,
,,$16.99,8232084,$22.0,8066708,
,,$16.99,8275927,$22.0,8066708,
,,$16.99,8316210,$22.0,7595976,
,,$16.99,8330554,$22.0,8066708,
,,$16.99,8353841,$22.0,7973219,
,,$16.99,8353841,$22.0,7973219,
,,$16.99,8353335,$22.0,8069651,
,,$16.99,8353335,$22.0,8066708,
,,$16.99,8353335,$22.0,8077185,
,,$16.99,8353841,$22.0,8075587,
,,$16.99,8353831,$22.0,8077185,
,,$16.99,8353831,$22.0,8077185,
,,$16.99,8353831,$22.0,8087287,
,,$16.99,8353827,$22.0,8087287,
,,$16.99,8353827,$22.0,8109420,
,,$16.99,8353827,$22.0,8104487,
,,$16.99,8353827,$22.0,8104487,
,,$16.99,8353827,$22.0,8124606,
,,$16.99,8353831,$22.0,8090169,
,,$16.99,8369899,$22.0,8090169,
,,$16.99,8369897,$22.0,8129195,
,,$16.99,8415522,$22.0,8090238,
,,$16.99,8424239,$22.0,8090238,
,,$16.99,8424239,$22.0,8090238,
,,$16.99,8424239,$22.0,8090238,
,,$16.99,8424239,$22.0,8090230,
,,$16.99,8428568,$22.0,8102129,
,,$16.99,8428565,$22.0,8102129,
,,$16.99,8428874,$22.0,8102129,
,,$16.99,8433499,$22.0,8102129,
,,$16.99,8433498,$22.0,7595975,
,,$16.99,8433499,$22.0,8108430,
,,$17.0,7522783,$22.0,7595975,
,,$17.0,7522783,$22.0,8108430,
,,$17.0,7522786,$22.0,8108432,
,,$17.0,7522783,$22.0,7595976,
,,$17.0,7522786,$22.0,8090999,
,,$17.0,7533745,$22.0,8090999,
,,$17.0,7533741,$22.0,8091005,
,,$17.0,7533741,$22.0,7763526,
,,$17.0,7552338,$22.0,7973219,
,,$17.0,7533745,$22.0,8140299,
,,$17.0,7522783,$22.0,8140299,
,,$17.0,7522786,$22.0,8140299,
,,$17.0,7522783,$22.0,8140299,
,,$17.0,7522786,$22.0,8140299,
,,$17.0,7522783,$22.0,8140299,
,,$17.0,7533745,$22.0,8140299,
,,$17.0,7522783,$22.0,8140314,
,,$17.0,8203267,$22.0,8140299,
,,$17.0,8203267,$22.0,8140299,
,,$17.0,8203267,$21.95,7705570,
,,$17.0,7934831,$21.95,7780580,
,,$17.0,8211468,$21.95,7780581,
,,$17.0,7883485,$21.95,7780636,
,,$17.0,7883485,$21.95,7780613,
,,$17.0,8252765,$21.95,7780636,
,,$17.0,8055478,$21.95,7780581,
,,$17.0,8251981,$21.95,7780637,
,,$17.0,8280884,$21.95,7780584,
,,$17.0,7870428,$21.95,7780613,
,,$17.0,8282079,$21.95,7780584,
,,$17.0,7919730,$21.95,8169314,
,,$17.0,8285052,$21.95,8169308,
,,$17.0,8312270,$21.95,8169313,
,,$17.0,8312240,$21.95,8169312,
,,$17.0,8312270,$21.95,8169308,
,,$17.0,8312270,$21.95,8169313,
,,$17.0,8338352,$21.95,8169311,
,,$17.0,8339246,$21.95,8169309,
,,$17.0,8339246,$21.95,8169316,
,,$17.0,8355457,$21.95,8169310,
,,$17.0,8355457,$21.95,8292367,
,,$17.0,8355457,$21.95,8365227,
,,$17.0,8355457,$21.95,8370079,
,,$17.0,8367725,$21.95,8370079,
,,$17.0,8114883,$21.95,8370113,
,,$17.0,8114868,$22.0,8085295,
,,$17.0,8372525,$22.0,8416745,
,,$17.0,8372524,$22.0,8085295,
,,$17.0,8379901,$22.0,8416930,
,,$17.0,8386323,$22.0,8417546,
,,$17.0,8299803,$22.0,8416745,
,,$17.0,8406912,$22.0,8085295,
,,$17.0,8406923,$22.0,8085295,
,,$17.0,8409389,$22.0,8416997,
,,$17.0,8418169,$22.0,8085295,
,,$17.0,8418169,$22.0,8416930,
,,$17.0,8423372,$22.0,8416997,
